Plant_ID,Site,Time,Date,Replicate,Family,Genus,Species,Unique_ID,drying,etc,sex,nativity
122,DT2,11:47,2025-07-18,5,Apidae,Apis,mellifera,,,,f,0
122,DT2,11:47 1,2025-07-18,5,Halictidae,Halictus,ligatus,,,,f,0
122,DT2,11:58,2025-07-18,5,Halictidae,Lasioglossum,anomalum,,,,f,1
124,DP2,12:44,2025-07-18,5,Apidae,Bombus,griseocollis,,,,f,1
124,DP2,12:45,2025-07-18,5,Apidae,Bombus,griseocollis,,,,m,1
124,DP2,12:46,2025-07-18,5,Apidae,Bombus,griseocollis,,,,m,1
124,DP2,12:47,2025-07-18,5,Apidae,Bombus,griseocollis,,,,m,1
124,DP2,12:47,2025-07-18,5,Apidae,Bombus,griseocollis,,,2,m,1
124,DP2,12:48,2025-07-18,5,Apidae,Bombus,griseocollis,,,,f,1
124,DP2,12:48,2025-07-18,5,Apidae,Bombus,bimaculatus,,,,m,1
124,DP2,12:49,2025-07-18,5,Apidae,Bombus,griseocollis,,,,m,1
124,DP2,12:51,2025-07-18,5,Apidae,Bombus,bimaculatus,,,,m,1
124,DP2,12:51,2025-07-18,5,Apidae,Bombus,griseocollis,,,,m,1
124,DP2,12:51,2025-07-18,5,Apidae,Bombus,griseocollis,,,b,m,1
124,DP2,12:53,2025-07-18,5,Apidae,Bombus,bimaculatus,,,,m,1
124,DP2,12:55,2025-07-18,5,Apidae,Bombus,griseocollis,,,2,m,1
124,DP2,12:56,2025-07-18,5,Apidae,Bombus,bimaculatus,,,,m,1
124,DP2,12:58,2025-07-18,5,Apidae,Bombus,impatiens,,,,f,1
124,DP2,12:58,2025-07-18,5,Apidae,Bombus,griseocollis,,,3,f,1
124,DP2,12:58,2025-07-18,5,Apidae,Bombus,bimaculatus ,,,a,f,1
124,DP2,12:59,2025-07-18,5,Apidae,Bombus,bimaculatus,,,,m,1
124,DP2,13:01,2025-07-18,5,Apidae,Melissodes,desponsus_,,,,,1
124,DP2,13:03,2025-07-18,5,Halictidae,Lasioglossum,imitatum,,,,f,1
124,DP2,13:05,2025-07-18,5,Apidae,Ceratina,calcarata,,,,f,1
124,DP2,13:08,2025-07-18,5,Apidae,Bombus,griseocollis,,,a,m,1
124,DP2,13:08,2025-07-18,5,Apidae,Bombus,bimaculatus,,,b,f,1
124,DP2,13:11,2025-07-18,5,Apidae,Bombus,griseocollis,,,a,m,1
124,DP2,13:11,2025-07-18,5,Apidae,Bombus,griseocollis,,,b,m,1
124,DP2,13:13,2025-07-18,5,Apidae,Ceratina,calcarata,,,,f,1
25,DT3,15:03,2025-07-18,6,Apidae,Bombus,bimaculatus,,,,f,1
25,DT3,15:04,2025-07-18,6,Apidae,Bombus,rufocinctus,,,,f,1
25,DT3,15:17,2025-07-18,6,Apidae,Bombus,rufocinctus,,,,f,1
25,DT3,15:11,2025-07-18,6,Colletidae,Hylaeus,affinis,,,,m,1
122,DT2,11:38,2025-07-18,5,Halictidae,Halictus,ligatus,,,,f,1
? ,DT2,11:53,2025-07-18,5,Halictidae,Halictus,confusus,,,,f,1
139,DN2,11:07,2025-07-18,5,Halictidae,Augochlorella,aurata,,,,m,1
106,WT1,11:03,2025-07-21,6,Halictidae,Agapostemon,virescens,,,,f,1
106,WT1,11:04,2025-07-21,6,Halictidae,Halictus,ligatus,,,,f,1
106,WT1,11:07,2025-07-21,6,Halictidae,Halictus,ligatus,,,,f,1
106,WT1,10:54,2025-07-21,6,Halictidae,Halictus,ligatus,,,,f,1
160,WT1,11:39,2025-07-21,6,Halictidae,Halictus,ligatus,,,,,1
106,WT1,10:51,2025-07-21,6,Halictidae,Halictus,ligatus,,,,f,1
68,WN1,11:45,2025-07-21,6,Megachilidae,Megachile,brevis,,,,f,1
144,WP3,13:46,2025-07-21,6,Apidae,Bombus,bimaculatus,,,,m,1
144,WP3,14:12,2025-07-21,6,Apidae,Apis,mellifera,,,,f,0
147,WP3,13:53,2025-07-21,6,Apidae,Melissodes,illatus_,,,,f,1
144,WP3,13:51,2025-07-21,6,Apidae,Bombus,bimaculatus,,,,m,1
106,WT1,10:51,2025-07-21,6,Apidae,Bombus,bimaculatus,,,,m,1
146,WP3,13:51,2025-07-21,6,Apidae,Bombus,bimaculatus,,,,m,1
146,WP3,13:52,2025-07-21,6,Apidae,Bombus,bimaculatus,,,,m,1
146,WP3,13:52,2025-07-21,6,Apidae,Melissodes,illatus_,,,,f,1
146,WP3,13:54,2025-07-21,6,Apidae,Melissodes,illatus_,,,,m,1
145,WP3,14:00,2025-07-21,6,Apidae,Melissodes,illatus_,,,,f,1
148,WP3,14:01,2025-07-21,6,Apidae,Melissodes,trinodis_,,,,m,1
